id,programCardDuration,programPreviewDuration,formattedApplicationFee,formattedTuition,formattedCostOfLiving,slug,name,shortName,programLevel,programSummary,requirements,school
21323,1 year,Grade 12 high school education,$300 USD,"$21,000 USD / Year","$20,000 USD / Year",grade-12-c055fb85-bc7d-4019-881e-55a0d5210427,Grade 12,Grade 12,Grade 12,"<h4 title=""""></h4>In grade 12, students explore the arts, American and world studies, classical studies, computer studies, international languages, health and physical education, interdisciplinary studies, mathematics, native languages, native studies, the sciences (biology, chemistry, earth and space science, environmental science, and physics), social sciences and humanities, and technological education.<br title="""">","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 11'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '77.0%'}]}]}]","{'id': '462', 'name': 'Balboa School', 'slug': 'balboa-school', 'location': 'Escondido, California, US', 'logo': 'https://photos.applyboard.com/schools/000/000/462/logos/small/Balboa_School.png?1521836102', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/012/892/photos/optimized/Balboa-School-Foyer-August2020.webp?1659722428'}"
767,2 months - 1 year 4 months,2-16 month ESL program,$150 USD,"$12,160 USD / Year","$22,879 USD / Year",academic-and-test-preparation-atp,Academic and Test Preparation (ATP),Academic and Test Preparation,English as Second Language (ESL),"

<h4 title="""" style=""line-height:18.5714px"">Program Description</h4>
<p title="""">ATP is the academic English language program designed for international students and non-native English speakers who would like to study English, improve their academic skills, prepare for the English language tests such as TOEFL or IELTS, and meet their personal, academic and professional goals.</p><p title=""""><b>Concurrent Enrollment&nbsp;</b></p><ul><li>Full-time advanced students in the ATP program who meet the TOEFL requirement may be able to take one to two SJSU classes along with ATP English classes.</li><li>Students may be eligible to take three to six units of transferable university credit in a variety of subjects.</li><li>Concurrent enrollment courses are based on availability. Business, art, computer science, and some engineering courses are limited.</li><li>There is an additional fee of $100 per unit for SJSU classes.</li></ul><p><br></p>
<p title=""""></p>

","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '22', 'name': 'San Jose State University - International Gateway', 'slug': 'san-jose-state-university-international-gateway', 'location': 'San José, California, US', 'logo': 'https://photos.applyboard.com/schools/000/000/022/logos/small/sjsu.png?1514657934', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/014/095/photos/optimized/San-Jose-State-University-International-Gateway-Stadium-July2020.webp?1659723957'}"
282820,2 months - 1 year 8 months,2-20 month ESL program,$120 USD,"$5,400 USD / Year","$15,804 USD / Year",intensive-english-program-60dac05e-8e11-474f-af74-50ffdee0b15a, Intensive English Program,Intensive English Program,English as Second Language (ESL),"<p>Whether students are looking to improve their English proficiency, and they want to attend UCF to earn an undergraduate&nbsp; graduate degree, the program is there to help them achieve their goals.</p><p>Meeting a variety of interests and allowing for a dynamic path to success, they offer a range of elective classes, in addition to diverse student event opportunities.</p><p>Students attend 23 hours of class per week, Monday through Friday. This includes grammar, reading, writing, communication skills, and an elective course.</p><p>To finish a level, students must successfully complete the four core courses for that level. The IEP consists of 10 levels; completion of level 8 meets the UCF English proficiency requirement.</p><p>Courses are tailored to level-specific content and designed to meet individual student needs for success.<br></p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2280', 'name': 'University of Central Florida - Main Campus', 'slug': 'university-of-central-florida-main-campus', 'location': 'Orlando, Florida, US', 'logo': 'https://photos.applyboard.com/schools/000/002/280/logos/small/University-of-Central-Florida-Logo-August2022.png?1660941271', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/988/photos/optimized/University-of-Central-Florida-Logo-on-the-Ground-August2022.webp?1661197381'}"
270150,2 years,2 year associate degree,$50 USD,"$10,740 USD / Year","$10,000 USD / Year",associate-of-arts-business-administration,Associate of Arts - Business Administration,Business Administration,2-Year Undergraduate Diploma," <div title="""">The Merritt College's Business Department seeks to promote skill development, to foster productive attitudes and behaviors, to reinforce positive ethical and social conduct, and to provide a successful program in business education and industry employment. The programs and courses provide opportunities for students to think critically, to engage in the analysis of workplace issues within the classroom setting, and to develop appreciation for diversity and cultural differences in the modern business world.</div><div style=""text-align:left""><br></div><div style=""text-align:left"">The department currently offers degrees and certificates that provide the educational credit necessary for students to transfer to 4-year colleges and universities or to enter the job market.</div><div style=""text-align:left""><br></div><div><div style=""text-align:left"">Upon successful completion of the Associate of Arts in Business Administration, students will be able to:</div><ul><li style=""text-align:left"">Evaluate business functions, practices, and related theories to address business problems.</li><li style=""text-align:left"">Synthesize quantitative and technological skills to analyze and interpret business data.</li><li style=""text-align:left"">Write clear, concise and structured business plans with supportive documentation and data.</li><li style=""text-align:left"">Identify and demonstrate accepted business practices that show cultural sensitivity.</li><li style=""text-align:left"">Demonstrate knowledge of the current legal and regulatory business environment.</li></ul></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2172', 'name': 'Merritt College', 'slug': 'merritt-college', 'location': 'Oakland, California, US', 'logo': 'https://photos.applyboard.com/schools/000/002/172/logos/small/Merritt-College-Logo-April-2022.png?1651152668', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/017/223/photos/optimized/Merritt-College-Campus-April-2022.webp?1659728494'}"
63725,2 months - 1 year 2 months,2-14 month ESL program,$150 USD,"$10,000 USD / Year","$19,000 USD / Year",intensive-english-program-37a960b4-6708-4ffc-a9c1-da465545e616,Intensive English Program,Intensive English Program,English as Second Language (ESL),"<h4 title="""">The California State University, East Bay Intensive English Program features 8-week sessions (starting in January, March, May, August, and October) with seven levels of academic English instruction. Class sizes are small with an average of 15 students per class. This allows for a dynamic exchange between students and instructors. The program provides IELTS preparation classes and individual academic advising and support. The program aims to provide fluency in English speaking and writing for academic, professional and general purposes, and preparation for freshman year or graduate studies at CSUEB. Successful students will develop broadened knowledge of academic subjects from a U.S. perspective, and enjoyment of many intellectual, social, and cultural experiences.</h4><p><br></p><h4 title=""""><span style=""font-weight:bolder"">Tuition:</span>$2,800 for 8 week session OR $10,000 for 32 week session</h4>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1328', 'name': 'California State University East Bay', 'slug': 'california-state-university-east-bay', 'location': 'Hayward, California, US', 'logo': 'https://photos.applyboard.com/schools/000/001/328/logos/small/logo_template_%281%29.png?1577127656', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/010/240/photos/optimized/California-State-University-East-Bay-Campus-Aerial-July2020.webp?1659718259'}"
219612,2 months - 1 year 8 months,2-20 month ESL program,$150 USD,"$8,000 USD / Year","$13,000 USD / Year",intensive-english-program-iep-2aaf3a3e-9dce-4c33-9347-aedde93b990a,Intensive English Program (IEP),Intensive English Program,English as Second Language (ESL),"<div style=""text-align:justify"">The Intensive English Program of&nbsp;University of West Florida is designed to&nbsp;<span style=""color:var(--ag-foreground-color, #181d1f)"">prepare international students for successful study at&nbsp;</span><span style=""color:var(--ag-foreground-color, #181d1f)"">the graduate and undergraduate level.</span><span style=""color:var(--ag-foreground-color, #181d1f)"">&nbsp;The talented teaching&nbsp;</span><span style=""color:var(--ag-foreground-color, #181d1f)"">staff focus on improving students’ ability to speak, listen, read, and write&nbsp;</span><span style=""color:var(--ag-foreground-color, #181d1f)"">comprehensively in English. The program also focuses on the requirements&nbsp;</span><span style=""color:var(--ag-foreground-color, #181d1f)"">for the Test of English as a Foreign Language (TOEFL), which is required to&nbsp;</span><span style=""color:var(--ag-foreground-color, #181d1f)"">study at many American universities.</span></div><div style=""text-align:justify""><br></div><div><p style=""text-align:justify"">The University offers five levels of instruction to meet individual needs&nbsp;<span style=""color:var(--ag-foreground-color, #181d1f)"">of every student, and the program is designed for students to be able to&nbsp;</span><span style=""color:var(--ag-foreground-color, #181d1f)"">progress at their own pace and develop a better mastery of English each&nbsp;</span><span style=""color:var(--ag-foreground-color, #181d1f)"">semester. In addition to classroom instruction, the IEP offers extracurricular&nbsp;</span><span style=""color:var(--ag-foreground-color, #181d1f)"">activities to provide students with fun, informal opportunities to practice&nbsp;</span><span style=""color:var(--ag-foreground-color, #181d1f)"">what they have learned and gain a better understanding of United States culture.</span></p><p style=""text-align:justify""><span style=""color:var(--ag-foreground-color, #181d1f)""><b>Note:</b> The tuition fees listed on ApplyBoard indicate the amount for one academic year of studies, however this program is 2-20 months in length and tuition will vary as such.</span></p></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '1850', 'name': 'University of West Florida - Pensacola', 'slug': 'university-of-west-florida-pensacola', 'location': 'Pensacola, Florida, US', 'logo': 'https://photos.applyboard.com/schools/000/001/850/logos/small/University-of-West-Florida-Logo-April2021.png?1618244919', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/014/712/photos/optimized/University-of-West-Florida-Pensacola-Building-Students-April2021.webp?1659724921'}"
58910,2 months - 1 year 4 months,2-16 month ESL program,$250 USD,"$12,160 USD / Year","$22,879 USD / Year",path-to-sjsu-degree-program-academic-english-atp-conditional-admission-ica-graduate,Path to SJSU Degree program (Academic English (ATP) + Conditional Admission (ICA)) - Graduate,Academic English ( - Conditional Admission - ),English as Second Language (ESL),"<h4 title="""">Program Description</h4><div><div>This program offers Conditional Admission to SJSU undergraduate programs and Conditional Eligibility to SJSU graduate programs for eligible students. The Path to SJSU Degree program combines ATP and ICA for international students and non-native English speakers who do not have a passing TOEFL/IELTS score to apply to SJSU degree programs directly. By applying for the Path to SJSU Degree program, the student will receive an acceptance letter and I-20 for the English language program (ATP) and the Conditional Eligibility letter for an SJSU degree program. This letter is a document that F-1 visa applicants use to indicate their academic intents during their F-1 visa interview.&nbsp;</div><div><br></div></div><div><div>Please note that meeting the minimum requirements for Conditional Admission/ Eligibility does not guarantee acceptance to a degree program at the university -- students who are offered conditional admission submit an online application to an SJSU degree program upon achieving the minimum required TOEFL or IELTS score.</div><div><br></div></div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': ""4-Year Bachelor's Degree""}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '63.0%'}]}]}]","{'id': '22', 'name': 'San Jose State University - International Gateway', 'slug': 'san-jose-state-university-international-gateway', 'location': 'San José, California, US', 'logo': 'https://photos.applyboard.com/schools/000/000/022/logos/small/sjsu.png?1514657934', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/014/095/photos/optimized/San-Jose-State-University-International-Gateway-Stadium-July2020.webp?1659723957'}"
6704,2 months - 1 year,2-12 month ESL program,$75 USD,"$6,200 USD / Year","$11,206 USD / Year",english-as-a-second-language-f346a8e7-c0e6-4e04-9b20-6da206fc8eef,English as a Second Language,English as a Second Language,English as Second Language (ESL),"<h4 title="""" style=""color: rgb(103, 106, 108);"">Program Description<span title="""" style=""line-height: 18.5714px; color: inherit; font-family: 'open sans', 'Helvetica Neue', Helvetica, Arial, sans-serif; font-size: 13px;"">&nbsp;</span></h4><p title="""" style=""margin: auto auto 1.5em;"">The ESL Program at Murray State University emphasizes language proficiency in all skill and knowledge areas (speaking, listening, writing, reading, and grammar) and provides students with an overview of American culture.</p><p title="""" style=""margin-right: auto; margin-bottom: 1.5em; margin-left: auto;"">The average ESL class size is around 15 students, making it possible for students to receive personal attention from the instructors - an environment well-suited for student success.</p>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '153', 'name': 'Murray State University', 'slug': 'murray-state-university', 'location': 'Murray, Kentucky, US', 'logo': 'https://photos.applyboard.com/schools/000/000/153/logos/small/Murray_State_University.png?1522347562', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/013/742/photos/optimized/Murray-State-University-Campus-July2020.webp?1659723540'}"
255878,4 months - 1 year 8 months,4 - 20 month ESL program,$60 USD,"$9,960 USD / Year","$13,390 USD / Year",english-as-a-second-language-esl-6c7b46b4-f199-4a66-a943-f2891930d6cf,English as a Second Language (ESL),English as a Second Language - ESL,English as Second Language (ESL),"<div> <div title="""">The mission of Saint Martin's University's English as a Second Language (ESL) Program is to develop learner's English proficiency and provide visiting cultural exchange students with a transformative educational experience. Accordingly, Saint Martin's University ESL program aims to increase their English proficiency level to meet the University’s degree program requirements and prepare them with academic skills necessary for success in degree programs at the University.</div></div><div><br></div><div>The ESL program also intends to increase students’ knowledge of American culture and values to foster engaged and active members of Saint Martin’s community, as well as increase their English language skills through discussion and examination of Saint Martin University’s Catholic Benedictine, cultural and personal values.</div><div><br></div><div>Saint Martin’s University's ESL program is centered on a core curriculum of academic English courses. In addition to these, one skills enhancement course will be offered at each level during an ESL term.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '50.0%'}]}]}]","{'id': '2057', 'name': ""Saint Martin's University"", 'slug': 'saint-martin-s-university', 'location': 'Lacey, Washington, US', 'logo': 'https://photos.applyboard.com/schools/000/002/057/logos/small/Saint_Martins_University_Primary_Logo_December_2021.png?1639497939', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/016/079/photos/optimized/Saint_Martins_University_Sacred_Heart_of_Jesus_December_2021.webp?1659726928'}"
42950,2 months - 1 year,2-12 month ESL program,$125 USD,"$11,200 USD / Year","$14,718 USD / Year",global-launch-english-language-program,Global Launch English Language Program,Global Launch English Language Program,English as Second Language (ESL),"<div title="""">The Global Launch English language program provides an immersive, intensive English language learning environment for international students seeking to increase their language fluency and surround themselves in American culture.</div><div title=""""><br></div><div title="""">The Global Launch English language program is developed for a wide range of learners at the basic, intermediate and advanced levels. In each course, all students will learn and improve upon the four core competencies of reading, writing, listening and speaking.</div><div title=""""><br></div><div title="""">Once students are admitted to Global Launch, they will take a placement test to determine which level they will begin their English studies. There are six levels and it takes eight weeks to complete each level. Short term, 4-week study is available to campus immersion students only.</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '60.0%'}]}]}]","{'id': '894', 'name': 'Arizona State University - Tempe', 'slug': 'arizona-state-university-tempe', 'location': 'Tempe, Arizona, US', 'logo': 'https://photos.applyboard.com/schools/000/000/894/logos/small/logo_template_%2825%29.png?1540414922', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/011/473/photos/optimized/Arizona-State-University-Tempe-Campus-July2020.webp?1659719899'}"
103883,2 months - 1 year,2-12 month ESL program,$50 USD,"$8,800 USD / Year","$10,600 USD / Year",english-as-a-second-language-4777e5bc-25f1-4b17-9d3f-cffeab8d9fa4,English as a Second Language,English as a Second Language,English as Second Language (ESL),"<p><span style=""font-size:13px"">The center will give students the English language skills necessary for academic and social success. They will quickly master English through expert classroom instruction and through exciting programs and activities offered by the English Language Academy.</span></p><div>ELA students have free and unlimited access to all University services and facilities with their paid enrollment. This includes recreational facilities, student health facilities, the library, e-mail, computer access, student organizations and clubs, and more!</div><div><br></div><div>Additionally, ELA students do not need to submit any test scores such as TOEFL or IELTS to start academic programs at A-State when they successfully complete the ESL program!</div>","[{'type': 'sectionHeader', 'value': 'Academic Background'}, {'type': 'cardSection', 'value': [{'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum Level of Education Completed'}, {'type': 'title', 'value': 'Grade 12 / High School'}]}, {'type': 'card', 'value': [{'type': 'caption', 'value': 'Minimum GPA'}, {'type': 'title', 'value': '60.0%'}]}]}]","{'id': '1640', 'name': 'Arkansas State University', 'slug': 'arkansas-state-university-c13246ca-0409-47eb-80c0-23f639636b1d', 'location': 'Jonesboro, Arkansas, US', 'logo': 'https://photos.applyboard.com/schools/000/001/640/logos/small/Arkansas-State-Logo-August2020.png?1597182997', 'countryCode': 'US', 'headerImage': 'https://photos.applyboard.com/school_photos/000/008/646/photos/optimized/Arkansas-State-campus-August2020.webp?1659716342'}"
